model,signal,correlation,p_value,raw_auroc,predictive_power,direction,n
llama,perplexity_mean,0.06931217176918908,2.84704158353911e-05,0.5944498543568567,0.5944498543568567,higher_more_failure,3640
llama,repetition_detected,-0.014519793175197263,0.3811608259165758,0.4989332520572996,0.5010667479427005,lower_more_failure,3640
llama,risk_score,-0.008540110162022807,0.6064986030373446,0.5730953688791462,0.5730953688791462,higher_more_failure,3640
llama,risk_score_is_one,-0.015524448560326646,0.3490867522629231,0.4987808594940567,0.5012191405059433,lower_more_failure,3640
llama,risk_score_is_zero,-0.015524448560326557,0.34908675226292996,0.4987808594940567,0.5012191405059433,lower_more_failure,3640
llama,surprisal_diff_std,0.07796037085652067,2.4882529750126726e-06,0.5729094414621536,0.5729094414621536,higher_more_failure,3640
llama,surprisal_early_late_delta,-0.10595365813844035,1.4716169885100845e-10,0.3706908774161013,0.6293091225838987,lower_more_failure,3640
llama,surprisal_max,-0.04084072963940132,0.013731887843328006,0.4600523483311953,0.5399476516688047,lower_more_failure,3640
llama,surprisal_mean,0.13654526604549433,1.294781522327243e-16,0.6296750345324096,0.6296750345324096,higher_more_failure,3640
llama,surprisal_p90,0.1476955634156332,3.338395368085051e-19,0.6488247094990233,0.6488247094990233,higher_more_failure,3640
llama,surprisal_range,-0.04084072963940132,0.013731887843328006,0.4600523483311953,0.5399476516688047,lower_more_failure,3640
llama,surprisal_slope,-0.08167555089705623,8.046519743908345e-07,0.3771635286816388,0.6228364713183612,lower_more_failure,3640
llama,surprisal_std,0.07815927452497362,2.345249865097773e-06,0.5766891166240335,0.5766891166240335,higher_more_failure,3640
llama,surprisal_volatility,-0.15139165566274806,2.502196592731173e-18,0.3570099333342333,0.6429900666657666,lower_more_failure,3291
llama,topk_mass_mean,0.043040417467736354,0.009402994255107608,0.5747271154337584,0.5747271154337584,higher_more_failure,3640
llama,topk_mass_std,-0.08134114047974325,8.925232512856039e-07,0.4024025388006748,0.5975974611993252,lower_more_failure,3640
llama,warning_density_per_100t,-0.013930401846130166,0.40079241699294227,0.5031038841850479,0.5031038841850479,higher_more_failure,3640
mistral7b,attn_entropy_norm_mean,0.13594678119737913,1.7592205211962932e-16,0.5388036667165861,0.5388036667165861,higher_more_failure,3640
mistral7b,attn_entropy_norm_std,0.11004798735829686,2.7869772812266673e-11,0.5526038259334284,0.5526038259334284,higher_more_failure,3640
mistral7b,collapsed_rate_mean,-0.35286991916812444,3.322500728065874e-107,0.2959826910799158,0.7040173089200842,lower_more_failure,3640
mistral7b,collapsed_rate_mean_zscore,-0.3528699191681245,3.322500728065874e-107,0.2959826910799158,0.7040173089200842,lower_more_failure,3640
mistral7b,compound_density_per_100t,-0.2611470612396888,7.995702992071467e-58,0.3561081728685042,0.6438918271314957,lower_more_failure,3640
mistral7b,concentration_max_mean,0.6324741546344451,0.0,0.802194039615042,0.802194039615042,higher_more_failure,3640
