signal,outcome,n,mean,median,std,p10,p90
risk_score_is_zero,format_failure,3137,0.0,0.0,0.0,0.0,0.0
surprisal_diff_std,correct,3423,0.9443239769665308,0.9269659594398056,0.28224901551940085,0.6048225339387178,1.308505731520641
surprisal_diff_std,incorrect,7980,0.9659736398658484,0.9528076248472597,0.296606519047681,0.5975481525692554,1.3485102300855514
surprisal_diff_std,format_failure,3137,0.9714933189929972,0.9565697356413083,0.2353236422440742,0.6792916345241711,1.272571727656529
surprisal_early_late_delta,correct,3419,-0.2466125931232742,-0.255468644346504,0.2806494108122362,-0.552592296778816,0.044949097799586876
surprisal_early_late_delta,incorrect,7980,-0.157434321374348,-0.16991818307092277,0.30769056021815094,-0.4958894361516627,0.20238232569985806
surprisal_early_late_delta,format_failure,3136,-0.2438503884785272,-0.24146869365505508,0.2255733359092899,-0.5137424475016386,0.013932446715020141
surprisal_max,correct,3423,5.105611229665169,5.023992281465142,1.270686742843018,3.6276503486020246,6.839152625877863
surprisal_max,incorrect,7980,5.2479322679846385,5.288380006757982,1.3428692155839845,3.532809105525992,6.981714342243691
surprisal_max,format_failure,3137,4.950974802549871,4.932571807711301,1.0067624323992805,3.6926760257904077,6.26575889066212
surprisal_mean,correct,3423,0.271491319544145,0.24652014802844996,0.14406703427698586,0.1164330132603643,0.4545643550393446
surprisal_mean,incorrect,7980,0.2748940379604319,0.2455042057023492,0.15264304529642417,0.11180947865016429,0.4800094410520918
surprisal_mean,format_failure,3137,0.2745367107809473,0.25515521559391674,0.11841278992063395,0.14695818269504343,0.42130823226041214
surprisal_min,correct,3423,0.0,0.0,0.0,0.0,-0.0
surprisal_min,incorrect,7980,0.0,0.0,0.0,-0.0,0.0
surprisal_min,format_failure,3137,0.0,0.0,0.0,-0.0,0.0
surprisal_p90,correct,3423,0.8337392354820194,0.7432386073317965,0.6030312443897443,0.12326269093847805,1.6148051996891226
surprisal_p90,incorrect,7980,0.8268265856812412,0.6948292231374398,0.6393416154933907,0.11504855660777624,1.7321720734014412
surprisal_p90,format_failure,3137,0.8600735131519577,0.7816561520754578,0.5017519704162561,0.297703455863495,1.5243209616503952
surprisal_range,correct,3423,5.105611229665169,5.023992281465142,1.270686742843018,3.6276503486020246,6.839152625877863
surprisal_range,incorrect,7980,5.2479322679846385,5.288380006757982,1.3428692155839845,3.532809105525992,6.981714342243691
surprisal_range,format_failure,3137,4.950974802549871,4.932571807711301,1.0067624323992805,3.6926760257904077,6.26575889066212
surprisal_slope,correct,3423,-0.001523574021433768,-0.0010125400528716785,0.004118694819445946,-0.0036467614059530013,0.00018022988866551605
surprisal_slope,incorrect,7980,-0.0012750101343440884,-0.0006528068638519586,0.005325366797554923,-0.004083299638599085,0.0007987791620213151
surprisal_slope,format_failure,3137,-0.001401054394163409,-0.001145816138720971,0.0016700467228796785,-0.0032072213543763023,6.440280110111295e-05
surprisal_std,correct,3423,0.7262261597593934,0.7091950688106766,0.21981172714084474,0.47027020035421935,1.0047596104318846
surprisal_std,incorrect,7980,0.7443234112020362,0.732234655030036,0.23314302701787432,0.45462265562911797,1.0531330180367369
surprisal_std,format_failure,3137,0.7297961811788422,0.7170134313162027,0.17680486546074994,0.5165009469400208,0.9560922790924907
surprisal_volatility,correct,3192,2.9001267876069585,2.800321489742607,0.6945657212071351,2.0933950442103244,3.837705213016013
surprisal_volatility,incorrect,7355,2.950562964988296,2.8660628206311975,0.726149767494234,2.076561962298167,3.9495440846910563
surprisal_volatility,format_failure,3094,2.849724186774843,2.778526546974569,0.5684037117282192,2.1806801405410083,3.620921804878357
topk_mass_mean,correct,3423,0.9991105319774646,0.9997611105209216,0.002451077231629466,0.9975978428616894,1.0000000002301874
topk_mass_mean,incorrect,7980,0.9988545848515306,0.9995027797946175,0.0026180218735496023,0.9972243977257619,0.9999999995584841
topk_mass_mean,format_failure,3137,0.9995921090897613,0.9998766561220218,0.0009138459541499612,0.9989673448487446,1.0000000001934668
topk_mass_std,correct,3423,0.006869220431320252,0.0032676528182371298,0.010312076354829376,2.1300665808065242e-08,0.019094127581303858
topk_mass_std,incorrect,7980,0.00880443912898705,0.005938012342697623,0.011175435324174482,2.3763639634803172e-08,0.021127031802194902
topk_mass_std,format_failure,3137,0.0038114184382417654,0.0017881028904551193,0.005734222022908843,2.1855225316086234e-08,0.010239900052596205
warning_density_per_100t,correct,3423,0.42998577248324577,0.1953125,0.7430999923246977,0.0,1.1481116584564872
warning_density_per_100t,incorrect,7980,0.6290285804043327,0.1953125,1.1653115299053562,0.0,1.694915254237288
warning_density_per_100t,format_failure,3137,0.595421448476104,0.5,0.6603062074595545,0.1953125,1.145484400656815
