model,outcome,signal,raw_auroc,predictive_power,direction,n_total,n_outcome
mistral7b,correct,perplexity_max,0.42061051256217885,0.5793894874378211,lower,3640,423
mistral7b,correct,perplexity_mean,0.4416144727588587,0.5583855272411413,lower,3640,423
mistral7b,correct,risk_score,0.48881165439806706,0.5111883456019329,lower,3640,423
mistral7b,correct,risk_score_is_one,0.4890100684087417,0.5109899315912583,lower,3640,423
mistral7b,correct,surprisal_diff_std,0.4685443980743553,0.5314556019256447,lower,3640,423
mistral7b,correct,surprisal_early_late_delta,0.44851119679656903,0.551488803203431,lower,3640,423
mistral7b,correct,surprisal_max,0.4433017267162995,0.5566982732837005,lower,3640,423
mistral7b,correct,surprisal_mean,0.46541019157240165,0.5345898084275984,lower,3640,423
mistral7b,correct,surprisal_p90,0.466064590374275,0.5339354096257249,lower,3640,423
mistral7b,correct,surprisal_range,0.4433017267162995,0.5566982732837005,lower,3640,423
mistral7b,correct,surprisal_slope,0.4592123257722898,0.5407876742277102,lower,3640,423
mistral7b,correct,surprisal_std,0.4699016968807113,0.5300983031192887,lower,3640,423
mistral7b,correct,surprisal_volatility,0.5328947316616074,0.5328947316616074,higher,3514,423
mistral7b,correct,topk_mass_mean,0.5845085689132276,0.5845085689132276,higher,3640,423
mistral7b,correct,topk_mass_std,0.4077253597356243,0.5922746402643757,lower,3640,423
mistral7b,correct,warning_density_per_100t,0.5846118176854491,0.5846118176854491,higher,3640,423
mistral7b,incorrect,attn_entropy_norm_mean,0.42751599953596514,0.5724840004640348,lower,3640,1772
mistral7b,incorrect,attn_entropy_norm_std,0.4523355213866909,0.5476644786133091,lower,3640,1772
mistral7b,incorrect,collapsed_rate_mean,0.7085738600934837,0.7085738600934837,higher,3640,1772
mistral7b,incorrect,collapsed_rate_mean_zscore,0.7085738600934837,0.7085738600934837,higher,3640,1772
mistral7b,incorrect,compound_density_per_100t,0.616051165887636,0.616051165887636,higher,3640,1772
mistral7b,incorrect,concentration_max_mean,0.16829904631164777,0.8317009536883522,lower,3640,1772
mistral7b,incorrect,concentration_min_mean,0.4974414639333723,0.5025585360666277,lower,3640,1772
mistral7b,incorrect,cs_confident_repetition_risk,0.4937041100922753,0.5062958899077248,lower,3640,1772
mistral7b,incorrect,early10_entropy_mean,0.499333403019127,0.500666596980873,lower,3640,1772
mistral7b,incorrect,early10_entropy_slope,0.15373285246107665,0.8462671475389234,lower,3640,1772
mistral7b,incorrect,early10_margin_mean,0.45547878369690786,0.5445212163030921,lower,3640,1772
mistral7b,incorrect,early10_margin_slope,0.8396594841962287,0.8396594841962287,higher,3640,1772
mistral7b,incorrect,early10_surprisal_mean,0.548921239746521,0.548921239746521,higher,3640,1772
mistral7b,incorrect,early10_surprisal_slope,0.22422340620936676,0.7757765937906332,lower,3640,1772
mistral7b,incorrect,early25p_entropy_mean,0.46646048936345047,0.5335395106365495,lower,3640,1772
mistral7b,incorrect,early25p_entropy_slope,0.3822432944542998,0.6177567055457003,lower,3640,1772
mistral7b,incorrect,early25p_margin_mean,0.5613580391626104,0.5613580391626104,higher,3640,1772
mistral7b,incorrect,early25p_margin_slope,0.6269177691523146,0.6269177691523146,higher,3640,1772
mistral7b,incorrect,early25p_surprisal_mean,0.48026824599649076,0.5197317540035092,lower,3640,1772
mistral7b,incorrect,early25p_surprisal_slope,0.3827792305721647,0.6172207694278353,lower,3640,1772
mistral7b,incorrect,early50p_entropy_mean,0.47622304609896515,0.5237769539010348,lower,3640,1772
mistral7b,incorrect,early50p_entropy_slope,0.4326360927296368,0.5673639072703631,lower,3640,1772
mistral7b,incorrect,early50p_margin_mean,0.5607290543839212,0.5607290543839212,higher,3640,1772
mistral7b,incorrect,early50p_margin_slope,0.5614453478086436,0.5614453478086436,higher,3640,1772
mistral7b,incorrect,early50p_surprisal_mean,0.48742211706246585,0.5125778829375341,lower,3640,1772
mistral7b,incorrect,early50p_surprisal_slope,0.44055217733866325,0.5594478226613367,lower,3640,1772
mistral7b,incorrect,entropy_diff_std,0.4961439184845394,0.5038560815154606,lower,3640,1772
mistral7b,incorrect,entropy_early_late_delta,0.4193201647323823,0.5806798352676177,lower,3640,1772
mistral7b,incorrect,entropy_max,0.6165780388242517,0.6165780388242517,higher,3640,1772
mistral7b,incorrect,entropy_mean,0.42752687535346406,0.572473124646536,lower,3640,1772
mistral7b,incorrect,entropy_p90,0.389005485037292,0.6109945149627081,lower,3640,1772
mistral7b,incorrect,entropy_range,0.6165780388242517,0.6165780388242517,higher,3640,1772
mistral7b,incorrect,entropy_range_approx,0.6311943822777345,0.6311943822777345,higher,3640,1772
mistral7b,incorrect,entropy_slope,0.3757540566799271,0.6242459433200729,lower,3640,1772
mistral7b,incorrect,entropy_std,0.5246823657078223,0.5246823657078223,higher,3640,1772
mistral7b,incorrect,failure_risk,0.5003981757628782,0.5003981757628782,higher,3640,1772
mistral7b,incorrect,focused_head_mean,0.27935201879341265,0.7206479812065874,lower,3640,1772
mistral7b,incorrect,focused_head_mean_zscore,0.27935201879341265,0.7206479812065874,lower,3640,1772
mistral7b,incorrect,focused_head_rate,0.27935201879341265,0.7206479812065874,lower,3640,1772
mistral7b,incorrect,hidden_max_abs_last_layer_mean,0.8965205238760448,0.8965205238760448,higher,3640,1772
mistral7b,incorrect,hidden_max_abs_last_layer_mean_zscore,0.8965205238760448,0.8965205238760448,higher,3640,1772
mistral7b,incorrect,hidden_std_last_layer_mean,0.5329845418380614,0.5329845418380614,higher,3640,1772
mistral7b,incorrect,hidden_std_last_layer_mean_zscore,0.5329845418380614,0.5329845418380614,higher,3640,1772
mistral7b,incorrect,high_entropy_frac,0.5495074765203185,0.5495074765203185,higher,3640,1772
mistral7b,incorrect,high_entropy_steps,0.5497799761698755,0.5497799761698755,higher,3640,1772
mistral7b,incorrect,l2_norm_cross_layer_max,0.8749465272306302,0.8749465272306302,higher,3640,1772
mistral7b,incorrect,l2_norm_cross_layer_max_zscore,0.8749465272306302,0.8749465272306302,higher,3640,1772
mistral7b,incorrect,l2_norm_last_layer_mean,0.5336168497832088,0.5336168497832088,higher,3640,1772
mistral7b,incorrect,l2_norm_last_layer_mean_zscore,0.5336168497832088,0.5336168497832088,higher,3640,1772
mistral7b,incorrect,l2_norm_slope,0.3177684272601157,0.6822315727398842,lower,3640,1772
mistral7b,incorrect,late50p_entropy_mean,0.3846059147529256,0.6153940852470744,lower,3640,1772
mistral7b,incorrect,late50p_margin_mean,0.6237542657373079,0.6237542657373079,higher,3640,1772
mistral7b,incorrect,late50p_surprisal_mean,0.39841216085575765,0.6015878391442424,lower,3640,1772
mistral7b,incorrect,margin_diff_std,0.3918282128373316,0.6081717871626684,lower,3640,1772
mistral7b,incorrect,margin_early_late_delta,0.5574294521971568,0.5574294521971568,higher,3640,1772
mistral7b,incorrect,margin_mean,0.6059078044866373,0.6059078044866373,higher,3640,1772
mistral7b,incorrect,margin_min,0.5965387408703554,0.5965387408703554,higher,3640,1772
mistral7b,incorrect,margin_range,0.4034612591296446,0.5965387408703554,lower,3640,1772
mistral7b,incorrect,margin_slope,0.6089747850213407,0.6089747850213407,higher,3640,1772
mistral7b,incorrect,margin_std,0.41221160957265285,0.5877883904273471,lower,3640,1772
mistral7b,incorrect,max_compound_severity,0.4937041100922753,0.5062958899077248,lower,3640,1772
mistral7b,incorrect,n_compound_signals,0.4937041100922753,0.5062958899077248,lower,3640,1772
mistral7b,incorrect,n_warning_signals,0.5458808445434815,0.5458808445434815,higher,3640,1772
mistral7b,incorrect,perplexity_max,0.6165780388242517,0.6165780388242517,higher,3640,1772
mistral7b,incorrect,perplexity_mean,0.4901552704211599,0.5098447295788401,lower,3640,1772
mistral7b,incorrect,risk_score,0.4937663439368526,0.5062336560631474,lower,3640,1772
mistral7b,incorrect,risk_score_is_one,0.4937041100922753,0.5062958899077248,lower,3640,1772
mistral7b,incorrect,surprisal_diff_std,0.4854025381741194,0.5145974618258806,lower,3640,1772
mistral7b,incorrect,surprisal_early_late_delta,0.4374864052281263,0.5625135947718737,lower,3640,1772
mistral7b,incorrect,surprisal_max,0.5113194602210933,0.5113194602210933,higher,3640,1772
mistral7b,incorrect,surprisal_mean,0.4445164128170301,0.55548358718297,lower,3640,1772
mistral7b,incorrect,surprisal_p90,0.41473917977001273,0.5852608202299873,lower,3640,1772
mistral7b,incorrect,surprisal_range,0.5113194602210933,0.5113194602210933,higher,3640,1772
mistral7b,incorrect,surprisal_slope,0.38515287774131024,0.6148471222586898,lower,3640,1772
mistral7b,incorrect,surprisal_std,0.5025192622812148,0.5025192622812148,higher,3640,1772
mistral7b,incorrect,surprisal_volatility,0.5983092693141145,0.5983092693141145,higher,3514,1772
mistral7b,incorrect,topk_mass_mean,0.28291883377400534,0.7170811662259946,lower,3640,1772
mistral7b,incorrect,topk_mass_std,0.7026007704912486,0.7026007704912486,higher,3640,1772
mistral7b,incorrect,warning_density_per_100t,0.6399306847898066,0.6399306847898066,higher,3640,1772
mistral7b,format_failure,attn_entropy_norm_mean,0.5388036667165861,0.5388036667165861,higher,3640,1445
mistral7b,format_failure,attn_entropy_norm_std,0.5526038259334284,0.5526038259334284,higher,3640,1445
mistral7b,format_failure,collapsed_rate_mean,0.2959826910799158,0.7040173089200842,lower,3640,1445
mistral7b,format_failure,collapsed_rate_mean_zscore,0.2959826910799158,0.7040173089200842,lower,3640,1445
mistral7b,format_failure,compound_density_per_100t,0.3561081728685042,0.6438918271314957,lower,3640,1445
mistral7b,format_failure,concentration_max_mean,0.802194039615042,0.802194039615042,higher,3640,1445
mistral7b,format_failure,concentration_min_mean,0.4741152824522546,0.5258847175477455,lower,3640,1445
mistral7b,format_failure,cs_confident_repetition_risk,0.5112854789510606,0.5112854789510606,higher,3640,1445
mistral7b,format_failure,early10_entropy_mean,0.5097552632201212,0.5097552632201212,higher,3640,1445
mistral7b,format_failure,early10_entropy_slope,0.8241360121698418,0.8241360121698418,higher,3640,1445
mistral7b,format_failure,early10_margin_mean,0.5320982730490025,0.5320982730490025,higher,3640,1445
mistral7b,format_failure,early10_margin_slope,0.1854229887050626,0.8145770112949374,lower,3640,1445
mistral7b,format_failure,early10_surprisal_mean,0.4404878971553783,0.5595121028446217,lower,3640,1445
mistral7b,format_failure,early10_surprisal_slope,0.7655790527386086,0.7655790527386086,higher,3640,1445
mistral7b,format_failure,early25p_entropy_mean,0.5227728953031031,0.5227728953031031,higher,3640,1445
mistral7b,format_failure,early25p_entropy_slope,0.6280981469366522,0.6280981469366522,higher,3640,1445
mistral7b,format_failure,early25p_margin_mean,0.44963655997036367,0.5503634400296363,lower,3640,1445
mistral7b,format_failure,early25p_margin_slope,0.3711127050310946,0.6288872949689054,lower,3640,1445
mistral7b,format_failure,early25p_surprisal_mean,0.5003028272812542,0.5003028272812542,higher,3640,1445
mistral7b,format_failure,early25p_surprisal_slope,0.6366151445168715,0.6366151445168715,higher,3640,1445
mistral7b,format_failure,early50p_entropy_mean,0.5390319300707017,0.5390319300707017,higher,3640,1445
mistral7b,format_failure,early50p_entropy_slope,0.613663957878475,0.613663957878475,higher,3640,1445
mistral7b,format_failure,early50p_margin_mean,0.4239370699371803,0.5760629300628197,lower,3640,1445
mistral7b,format_failure,early50p_margin_slope,0.3956270542519567,0.6043729457480433,lower,3640,1445
mistral7b,format_failure,early50p_surprisal_mean,0.520010719549779,0.520010719549779,higher,3640,1445
mistral7b,format_failure,early50p_surprisal_slope,0.6081093394077448,0.6081093394077448,higher,3640,1445
mistral7b,format_failure,entropy_diff_std,0.5161775346611912,0.5161775346611912,higher,3640,1445
mistral7b,format_failure,entropy_early_late_delta,0.6049735558165381,0.6049735558165381,higher,3640,1445
mistral7b,format_failure,entropy_max,0.4123985780832499,0.58760142191675,lower,3640,1445
mistral7b,format_failure,entropy_mean,0.596127720282807,0.596127720282807,higher,3640,1445
mistral7b,format_failure,entropy_p90,0.6319124149726887,0.6319124149726887,higher,3640,1445
mistral7b,format_failure,entropy_range,0.4123985780832499,0.58760142191675,lower,3640,1445
mistral7b,format_failure,entropy_range_approx,0.39474111499081743,0.6052588850091826,lower,3640,1445
mistral7b,format_failure,entropy_slope,0.648797597559726,0.648797597559726,higher,3640,1445
mistral7b,format_failure,entropy_std,0.49973153833421347,0.5002684616657865,lower,3640,1445
mistral7b,format_failure,failure_risk,0.5001442410007015,0.5001442410007015,higher,3640,1445
mistral7b,format_failure,focused_head_mean,0.6859228665337231,0.6859228665337231,higher,3640,1445
mistral7b,format_failure,focused_head_mean_zscore,0.6859228665337231,0.6859228665337231,higher,3640,1445
mistral7b,format_failure,focused_head_rate,0.6859228665337231,0.6859228665337231,higher,3640,1445
mistral7b,format_failure,hidden_max_abs_last_layer_mean,0.11806480598403102,0.881935194015969,lower,3640,1445
mistral7b,format_failure,hidden_max_abs_last_layer_mean_zscore,0.11806480598403102,0.881935194015969,lower,3640,1445
mistral7b,format_failure,hidden_std_last_layer_mean,0.4807289293849658,0.5192710706150342,lower,3640,1445
mistral7b,format_failure,hidden_std_last_layer_mean_zscore,0.4807289293849658,0.5192710706150342,lower,3640,1445
mistral7b,format_failure,high_entropy_frac,0.45415090919122575,0.5458490908087743,lower,3640,1445
mistral7b,format_failure,high_entropy_steps,0.4541211151484579,0.5458788848515421,lower,3640,1445
mistral7b,format_failure,l2_norm_cross_layer_max,0.14824695951005354,0.8517530404899465,lower,3640,1445
mistral7b,format_failure,l2_norm_cross_layer_max_zscore,0.14824695951005354,0.8517530404899465,lower,3640,1445
mistral7b,format_failure,l2_norm_last_layer_mean,0.48029289593366487,0.5197071040663351,lower,3640,1445
mistral7b,format_failure,l2_norm_last_layer_mean_zscore,0.48029289593366487,0.5197071040663351,lower,3640,1445
mistral7b,format_failure,l2_norm_slope,0.6950467797999542,0.6950467797999542,higher,3640,1445
mistral7b,format_failure,late50p_entropy_mean,0.6395794153116158,0.6395794153116158,higher,3640,1445
mistral7b,format_failure,late50p_margin_mean,0.3526820155906393,0.6473179844093607,lower,3640,1445
mistral7b,format_failure,late50p_surprisal_mean,0.6233197499822655,0.6233197499822655,higher,3640,1445
mistral7b,format_failure,margin_diff_std,0.6191391255684908,0.6191391255684908,higher,3640,1445
mistral7b,format_failure,margin_early_late_delta,0.4199440376445366,0.5800559623554634,lower,3640,1445
mistral7b,format_failure,margin_mean,0.37112720795138365,0.6288727920486163,lower,3640,1445
mistral7b,format_failure,margin_min,0.3785790290925428,0.6214209709074572,lower,3640,1445
mistral7b,format_failure,margin_range,0.6214209709074572,0.6214209709074572,higher,3640,1445
mistral7b,format_failure,margin_slope,0.369368255945015,0.630631744054985,lower,3640,1445
mistral7b,format_failure,margin_std,0.6104783599088838,0.6104783599088838,higher,3640,1445
mistral7b,format_failure,max_compound_severity,0.5112854789510606,0.5112854789510606,higher,3640,1445
mistral7b,format_failure,n_compound_signals,0.5112854789510606,0.5112854789510606,higher,3640,1445
mistral7b,format_failure,n_warning_signals,0.43298578871452104,0.567014211285479,lower,3640,1445
mistral7b,format_failure,perplexity_max,0.4123985780832499,0.58760142191675,lower,3640,1445
mistral7b,format_failure,perplexity_mean,0.5353232811280749,0.5353232811280749,higher,3640,1445
mistral7b,format_failure,risk_score,0.5113056569271149,0.5113056569271149,higher,3640,1445
mistral7b,format_failure,risk_score_is_one,0.5112854789510606,0.5112854789510606,higher,3640,1445
mistral7b,format_failure,surprisal_diff_std,0.5287294968905423,0.5287294968905423,higher,3640,1445
mistral7b,format_failure,surprisal_early_late_delta,0.5873301227230808,0.5873301227230808,higher,3640,1445
mistral7b,format_failure,surprisal_max,0.5125122368389939,0.5125122368389939,higher,3640,1445
mistral7b,format_failure,surprisal_mean,0.5727433377209922,0.5727433377209922,higher,3640,1445
mistral7b,format_failure,surprisal_p90,0.6035383972696675,0.6035383972696675,higher,3640,1445
mistral7b,format_failure,surprisal_range,0.5125122368389939,0.5125122368389939,higher,3640,1445
mistral7b,format_failure,surprisal_slope,0.6373547934516163,0.6373547934516163,higher,3640,1445
mistral7b,format_failure,surprisal_std,0.510283989248922,0.510283989248922,higher,3640,1445
mistral7b,format_failure,surprisal_volatility,0.384367408023838,0.615632591976162,lower,3514,1445
mistral7b,format_failure,topk_mass_mean,0.6902912407090668,0.6902912407090668,higher,3640,1445
mistral7b,format_failure,topk_mass_std,0.3281525328877364,0.6718474671122636,lower,3640,1445
mistral7b,format_failure,warning_density_per_100t,0.31766581803564253,0.6823341819643575,lower,3640,1445
mixtral,correct,attention_collapse_detected,0.49966865473823724,0.5003313452617628,lower,3620,602
mixtral,correct,attn_entropy_norm_mean,0.6809277227003429,0.6809277227003429,higher,3620,602
mixtral,correct,attn_entropy_norm_std,0.2958065560127606,0.7041934439872394,lower,3620,602
mixtral,correct,collapsed_rate_mean,0.3317855876920096,0.6682144123079904,lower,3620,602
mixtral,correct,collapsed_rate_mean_zscore,0.3317855876920096,0.6682144123079904,lower,3620,602
mixtral,correct,compound_density_per_100t,0.5399923273206827,0.5399923273206827,higher,3620,602
mixtral,correct,concentration_max_mean,0.42392103635110706,0.576078963648893,lower,3620,602
mixtral,correct,concentration_min_mean,0.4523292140842652,0.5476707859157348,lower,3620,602
mixtral,correct,cs_confident_repetition_risk,0.504917339814931,0.504917339814931,higher,3620,602
mixtral,correct,early10_entropy_mean,0.5544127263000073,0.5544127263000073,higher,3620,602
mixtral,correct,early10_entropy_slope,0.6628985775270855,0.6628985775270855,higher,3620,602
mixtral,correct,early10_margin_mean,0.4723857849580259,0.527614215041974,lower,3620,602
mixtral,correct,early10_margin_slope,0.33755330695781016,0.6624466930421898,lower,3620,602
mixtral,correct,early10_surprisal_mean,0.5644505062647371,0.5644505062647371,higher,3620,602
mixtral,correct,early10_surprisal_slope,0.634070989346314,0.634070989346314,higher,3620,602
mixtral,correct,early25p_entropy_mean,0.621926800217521,0.621926800217521,higher,3620,602
mixtral,correct,early25p_entropy_slope,0.5210481369453948,0.5210481369453948,higher,3617,602
mixtral,correct,early25p_margin_mean,0.3756833308014592,0.6243166691985408,lower,3620,602
mixtral,correct,early25p_margin_slope,0.4487363845225699,0.5512636154774301,lower,3617,602
mixtral,correct,early25p_surprisal_mean,0.6323812385928065,0.6323812385928065,higher,3620,602
mixtral,correct,early25p_surprisal_slope,0.517146273064357,0.517146273064357,higher,3617,602
mixtral,correct,early50p_entropy_mean,0.6024533859963145,0.6024533859963145,higher,3620,602
mixtral,correct,early50p_entropy_slope,0.4435050824620384,0.5564949175379617,lower,3620,602
mixtral,correct,early50p_margin_mean,0.3885430495652882,0.6114569504347118,lower,3620,602
mixtral,correct,early50p_margin_slope,0.5446270329297747,0.5446270329297747,higher,3620,602
mixtral,correct,early50p_surprisal_mean,0.6059792958748065,0.6059792958748065,higher,3620,602
mixtral,correct,early50p_surprisal_slope,0.4278140679731137,0.5721859320268863,lower,3620,602
mixtral,correct,entropy_diff_std,0.5710966757593972,0.5710966757593972,higher,3620,602
mixtral,correct,entropy_early_late_delta,0.4146525172417211,0.585347482758279,lower,3619,602
mixtral,correct,entropy_max,0.5222708598904909,0.5222708598904909,higher,3620,602
mixtral,correct,entropy_mean,0.5734590243698385,0.5734590243698385,higher,3620,602
mixtral,correct,entropy_p90,0.5864662523199672,0.5864662523199672,higher,3620,602
mixtral,correct,entropy_range,0.5222708598904909,0.5222708598904909,higher,3620,602
mixtral,correct,entropy_range_approx,0.5134387473607964,0.5134387473607964,higher,3620,602
mixtral,correct,entropy_slope,0.42492883232168455,0.5750711676783155,lower,3620,602
mixtral,correct,entropy_std,0.5556065599756941,0.5556065599756941,higher,3620,602
mixtral,correct,failure_risk,0.4960238568588469,0.5039761431411531,lower,3620,602
mixtral,correct,focused_head_mean,0.3233307794429437,0.6766692205570564,lower,3620,602
mixtral,correct,focused_head_mean_zscore,0.3233307794429437,0.6766692205570564,lower,3620,602
mixtral,correct,focused_head_rate,0.3233307794429437,0.6766692205570564,lower,3620,602
mixtral,correct,hidden_max_abs_last_layer_mean,0.35886288030400104,0.641137119695999,lower,3620,602
mixtral,correct,hidden_max_abs_last_layer_mean_zscore,0.35886288030400104,0.641137119695999,lower,3620,602
mixtral,correct,hidden_std_last_layer_mean,0.4764783392667252,0.5235216607332748,lower,3620,602
mixtral,correct,hidden_std_last_layer_mean_zscore,0.4764783392667252,0.5235216607332748,lower,3620,602
mixtral,correct,high_entropy_frac,0.4998200167764179,0.500179983223582,lower,3620,602
mixtral,correct,high_entropy_steps,0.4996378319231895,0.5003621680768104,lower,3620,602
mixtral,correct,l2_norm_cross_layer_max,0.5516738990200547,0.5516738990200547,higher,3620,602
mixtral,correct,l2_norm_cross_layer_max_zscore,0.5516738990200547,0.5516738990200547,higher,3620,602
mixtral,correct,l2_norm_last_layer_mean,0.47656585404516416,0.5234341459548358,lower,3620,602
mixtral,correct,l2_norm_last_layer_mean_zscore,0.47656585404516416,0.5234341459548358,lower,3620,602
mixtral,correct,l2_norm_slope,0.4836253795059102,0.5163746204940898,lower,3620,602
mixtral,correct,late50p_entropy_mean,0.5224329548731972,0.5224329548731972,higher,3620,602
mixtral,correct,late50p_margin_mean,0.4697496086603304,0.5302503913396697,lower,3620,602
mixtral,correct,late50p_surprisal_mean,0.5180764802106519,0.5180764802106519,higher,3620,602
mixtral,correct,margin_diff_std,0.5993215678245036,0.5993215678245036,higher,3620,602
mixtral,correct,margin_early_late_delta,0.5808706367131107,0.5808706367131107,higher,3619,602
mixtral,correct,margin_mean,0.4170101208914839,0.5829898791085161,lower,3620,602
mixtral,correct,margin_min,0.46529268464517437,0.5347073153548256,lower,3620,602
mixtral,correct,margin_range,0.5347073153548256,0.5347073153548256,higher,3620,602
mixtral,correct,margin_slope,0.5786267995570321,0.5786267995570321,higher,3620,602
mixtral,correct,margin_std,0.5825858800684267,0.5825858800684267,higher,3620,602
mixtral,correct,max_compound_severity,0.504917339814931,0.504917339814931,higher,3620,602
mixtral,correct,n_compound_signals,0.504917339814931,0.504917339814931,higher,3620,602
mixtral,correct,n_warning_signals,0.5442012927969283,0.5442012927969283,higher,3620,602
mixtral,correct,perplexity_max,0.5222708598904909,0.5222708598904909,higher,3620,602
mixtral,correct,perplexity_mean,0.5632385091444687,0.5632385091444687,higher,3620,602
mixtral,correct,repetition_detected,0.4990059642147117,0.5009940357852882,lower,3620,602
mixtral,correct,risk_score,0.5048122119993219,0.5048122119993219,higher,3620,602
mixtral,correct,risk_score_is_one,0.504917339814931,0.504917339814931,higher,3620,602
mixtral,correct,surprisal_diff_std,0.5569902842083709,0.5569902842083709,higher,3620,602
mixtral,correct,surprisal_early_late_delta,0.40300533962033525,0.5969946603796648,lower,3619,602
mixtral,correct,surprisal_max,0.5084735221010592,0.5084735221010592,higher,3620,602
mixtral,correct,surprisal_mean,0.5735856180744987,0.5735856180744987,higher,3620,602
mixtral,correct,surprisal_p90,0.5817341245990282,0.5817341245990282,higher,3620,602
mixtral,correct,surprisal_range,0.5084735221010592,0.5084735221010592,higher,3620,602
mixtral,correct,surprisal_slope,0.4138865588308466,0.5861134411691534,lower,3620,602
mixtral,correct,surprisal_std,0.5518692936511606,0.5518692936511606,higher,3620,602
mixtral,correct,surprisal_volatility,0.44257933232704033,0.5574206676729596,lower,3340,602
mixtral,correct,topk_mass_mean,0.49880616632431335,0.5011938336756867,lower,3620,602
mixtral,correct,topk_mass_std,0.5038019391953924,0.5038019391953924,higher,3620,602
mixtral,correct,warning_density_per_100t,0.5523170500804696,0.5523170500804696,higher,3620,602
mixtral,incorrect,attention_collapse_detected,0.5000103818569112,0.5000103818569112,higher,3620,1776
mixtral,incorrect,attn_entropy_norm_mean,0.13894802476011803,0.861051975239882,lower,3620,1776
mixtral,incorrect,attn_entropy_norm_std,0.8820196620155948,0.8820196620155948,higher,3620,1776
mixtral,incorrect,collapsed_rate_mean,0.8910161517265639,0.8910161517265639,higher,3620,1776
mixtral,incorrect,collapsed_rate_mean_zscore,0.8910161517265639,0.8910161517265639,higher,3620,1776
mixtral,incorrect,compound_density_per_100t,0.4907838118758672,0.5092161881241328,lower,3620,1776
mixtral,incorrect,concentration_max_mean,0.7664869994723573,0.7664869994723573,higher,3620,1776
mixtral,incorrect,concentration_min_mean,0.6366279850892107,0.6366279850892107,higher,3620,1776
mixtral,incorrect,cs_confident_repetition_risk,0.4803056174395654,0.5196943825604345,lower,3620,1776
mixtral,incorrect,early10_entropy_mean,0.4301359046139415,0.5698640953860585,lower,3620,1776
mixtral,incorrect,early10_entropy_slope,0.12446808250767036,0.8755319174923296,lower,3620,1776
mixtral,incorrect,early10_margin_mean,0.5401310678900157,0.5401310678900157,higher,3620,1776
mixtral,incorrect,early10_margin_slope,0.8566668620898555,0.8566668620898555,higher,3620,1776
mixtral,incorrect,early10_surprisal_mean,0.4240971754020832,0.5759028245979168,lower,3620,1776
mixtral,incorrect,early10_surprisal_slope,0.16837249736178694,0.8316275026382131,lower,3620,1776
mixtral,incorrect,early25p_entropy_mean,0.279149048044791,0.720850951955209,lower,3620,1776
mixtral,incorrect,early25p_entropy_slope,0.44604022900263707,0.5539597709973629,lower,3617,1776
mixtral,incorrect,early25p_margin_mean,0.7404418212952649,0.7404418212952649,higher,3620,1776
mixtral,incorrect,early25p_margin_slope,0.5775372061996366,0.5775372061996366,higher,3617,1776
mixtral,incorrect,early25p_surprisal_mean,0.28215978654902196,0.717840213450978,lower,3620,1776
mixtral,incorrect,early25p_surprisal_slope,0.4561580397139363,0.5438419602860637,lower,3617,1776
mixtral,incorrect,early50p_entropy_mean,0.32624863203767757,0.6737513679623224,lower,3620,1776
mixtral,incorrect,early50p_entropy_slope,0.5768513904359891,0.5768513904359891,higher,3620,1776
mixtral,incorrect,early50p_margin_mean,0.7015814621562995,0.7015814621562995,higher,3620,1776
mixtral,incorrect,early50p_margin_slope,0.42592300814914696,0.574076991850853,lower,3620,1776
mixtral,incorrect,early50p_surprisal_mean,0.32633748851888766,0.6736625114811123,lower,3620,1776
mixtral,incorrect,early50p_surprisal_slope,0.5908604849426433,0.5908604849426433,higher,3620,1776
mixtral,incorrect,entropy_diff_std,0.416891097985187,0.583108902014813,lower,3620,1776
mixtral,incorrect,entropy_early_late_delta,0.7001140790817948,0.7001140790817948,higher,3619,1776
mixtral,incorrect,entropy_max,0.5350080795274668,0.5350080795274668,higher,3620,1776
mixtral,incorrect,entropy_mean,0.39450170751011315,0.6054982924898868,lower,3620,1776
mixtral,incorrect,entropy_p90,0.3565673184030017,0.6434326815969983,lower,3620,1776
mixtral,incorrect,entropy_range,0.5350080795274668,0.5350080795274668,higher,3620,1776
mixtral,incorrect,entropy_range_approx,0.5505306350276524,0.5505306350276524,higher,3620,1776
mixtral,incorrect,entropy_slope,0.6279573024760118,0.6279573024760118,higher,3620,1776
mixtral,incorrect,entropy_std,0.4400063023978425,0.5599936976021576,lower,3620,1776
mixtral,incorrect,failure_risk,0.5051014612768951,0.5051014612768951,higher,3620,1776
mixtral,incorrect,focused_head_mean,0.8973916805905688,0.8973916805905688,higher,3620,1776
mixtral,incorrect,focused_head_mean_zscore,0.8973916805905688,0.8973916805905688,higher,3620,1776
mixtral,incorrect,focused_head_rate,0.8973916805905688,0.8973916805905688,higher,3620,1776
mixtral,incorrect,hidden_max_abs_last_layer_mean,0.8406265878134099,0.8406265878134099,higher,3620,1776
mixtral,incorrect,hidden_max_abs_last_layer_mean_zscore,0.8406265878134099,0.8406265878134099,higher,3620,1776
mixtral,incorrect,hidden_std_last_layer_mean,0.5681950592132262,0.5681950592132262,higher,3620,1776
mixtral,incorrect,hidden_std_last_layer_mean_zscore,0.5681950592132262,0.5681950592132262,higher,3620,1776
mixtral,incorrect,high_entropy_frac,0.5186827622090637,0.5186827622090637,higher,3620,1776
mixtral,incorrect,high_entropy_steps,0.518783832639581,0.518783832639581,higher,3620,1776
