model,dataset,signal,direction,random_acc,signal_acc,oracle_acc,lift_vs_random,lift_vs_oracle,n_prompts,n_ties,tie_rate
llama,gsm8k,margin_diff_std,lower_better,0.8083561871519985,0.8429319371727748,1.0,0.034575750020776286,-0.15706806282722519,191,0,0.0
llama,gsm8k,margin_early_late_delta,lower_better,0.8083561871519985,0.7696335078534031,1.0,-0.03872267929859541,-0.23036649214659688,191,0,0.0
llama,gsm8k,margin_mean,higher_better,0.8083561871519985,0.8324607329842932,1.0,0.02410454583229471,-0.16753926701570676,191,0,0.0
llama,gsm8k,margin_min,higher_better,0.8083561871519985,0.8738219895287959,1.0,0.06546580237679733,-0.12617801047120414,191,3,0.015706806282722512
llama,gsm8k,margin_range,lower_better,0.8083561871519985,0.8738219895287959,1.0,0.06546580237679733,-0.12617801047120414,191,3,0.015706806282722512
llama,gsm8k,margin_slope,higher_better,0.8083561871519985,0.806282722513089,1.0,-0.0020734646389095612,-0.19371727748691103,191,0,0.0
llama,gsm8k,margin_std,lower_better,0.8083561871519985,0.8481675392670157,1.0,0.039811352115017185,-0.1518324607329843,191,0,0.0
llama,gsm8k,max_compound_severity,higher_better,0.8083561871519985,0.8151126069974234,1.0,0.006756419845424855,-0.18488739300257662,191,191,1.0
llama,gsm8k,n_compound_signals,higher_better,0.8083561871519985,0.8151126069974234,1.0,0.006756419845424855,-0.18488739300257662,191,191,1.0
llama,gsm8k,n_warning_signals,lower_better,0.8083561871519985,0.8156756419845429,1.0,0.00731945483254437,-0.1843243580154571,191,189,0.9895287958115183
llama,gsm8k,perplexity_max,lower_better,0.8083561871519985,0.8726003490401396,1.0,0.06424416188814108,-0.1273996509598604,191,8,0.041884816753926704
llama,gsm8k,perplexity_mean,lower_better,0.8083561871519985,0.8586387434554974,1.0,0.05028255630349887,-0.1413612565445026,191,0,0.0
llama,gsm8k,repetition_detected,higher_better,0.8083561871519985,0.8100577578326268,1.0,0.0017015706806282616,-0.1899422421673732,191,185,0.9685863874345549
llama,gsm8k,risk_score,lower_better,0.8083561871519985,0.7888307155322863,1.0,-0.019525471619712187,-0.21116928446771366,191,35,0.18324607329842932
llama,gsm8k,risk_score_is_one,higher_better,0.8083561871519985,0.8100577578326268,1.0,0.0017015706806282616,-0.1899422421673732,191,185,0.9685863874345549
llama,gsm8k,risk_score_is_zero,lower_better,0.8083561871519985,0.8087343139699159,1.0,0.0003781268179173791,-0.1912656860300841,191,191,1.0
llama,gsm8k,surprisal_diff_std,lower_better,0.8083561871519985,0.8534031413612565,1.0,0.04504695420925797,-0.1465968586387435,191,0,0.0
llama,gsm8k,surprisal_early_late_delta,higher_better,0.8083561871519985,0.7696335078534031,1.0,-0.03872267929859541,-0.23036649214659688,191,0,0.0
llama,gsm8k,surprisal_max,lower_better,0.8083561871519985,0.8272251308900523,1.0,0.01886894373805381,-0.17277486910994766,191,0,0.0
llama,gsm8k,surprisal_mean,lower_better,0.8083561871519985,0.8534031413612565,1.0,0.04504695420925797,-0.1465968586387435,191,0,0.0
llama,gsm8k,surprisal_p90,lower_better,0.8083561871519985,0.837696335078534,1.0,0.029340147926535498,-0.16230366492146597,191,15,0.07853403141361257
llama,gsm8k,surprisal_range,lower_better,0.8083561871519985,0.8272251308900523,1.0,0.01886894373805381,-0.17277486910994766,191,0,0.0
llama,gsm8k,surprisal_slope,lower_better,0.8083561871519985,0.8115183246073299,1.0,0.0031621374553313375,-0.18848167539267013,191,0,0.0
llama,gsm8k,surprisal_std,lower_better,0.8083561871519985,0.8586387434554974,1.0,0.05028255630349887,-0.1413612565445026,191,0,0.0
llama,gsm8k,surprisal_volatility,higher_better,0.8088304093567248,0.8315789473684211,1.0,0.022748538011696295,-0.16842105263157892,190,0,0.0
llama,gsm8k,topk_mass_mean,higher_better,0.8083561871519985,0.8743455497382199,1.0,0.06598936258622135,-0.12565445026178013,191,2,0.010471204188481676
llama,gsm8k,topk_mass_std,lower_better,0.8083561871519985,0.8743455497382199,1.0,0.06598936258622135,-0.12565445026178013,191,0,0.0
llama,gsm8k,warning_density_per_100t,higher_better,0.8083561871519985,0.8188190808609657,1.0,0.010462893708967136,-0.18118091913903434,191,15,0.07853403141361257
llama,humaneval,attention_collapse_detected,lower_better,0.3614173228346457,0.3632295963004626,1.0,0.0018122734658168604,-0.6367704036995374,127,127,1.0
llama,humaneval,attn_entropy_norm_mean,higher_better,0.3614173228346457,0.5354330708661418,1.0,0.17401574803149605,-0.4645669291338582,127,0,0.0
llama,humaneval,attn_entropy_norm_std,lower_better,0.3614173228346457,0.3858267716535433,1.0,0.02440944881889756,-0.6141732283464567,127,0,0.0
llama,humaneval,collapsed_rate_mean,lower_better,0.3614173228346457,0.5748031496062992,1.0,0.21338582677165346,-0.4251968503937008,127,0,0.0
llama,humaneval,collapsed_rate_mean_zscore,lower_better,0.3614173228346457,0.5748031496062992,1.0,0.21338582677165346,-0.4251968503937008,127,0,0.0
llama,humaneval,compound_density_per_100t,lower_better,0.3614173228346457,0.409536307961505,1.0,0.04811898512685925,-0.590463692038495,127,97,0.7637795275590551
llama,humaneval,concentration_max_mean,higher_better,0.3614173228346457,0.3464566929133858,1.0,-0.014960629921259905,-0.6535433070866141,127,0,0.0
llama,humaneval,concentration_min_mean,lower_better,0.3614173228346457,0.4881889763779528,1.0,0.12677165354330705,-0.5118110236220472,127,0,0.0
llama,humaneval,cs_confident_repetition_risk,lower_better,0.3614173228346457,0.4125984251968506,1.0,0.051181102362204856,-0.5874015748031494,127,97,0.7637795275590551
llama,humaneval,early10_entropy_mean,lower_better,0.3614173228346457,0.34711286089238846,1.0,-0.014304461942257263,-0.6528871391076115,127,53,0.41732283464566927
llama,humaneval,early10_entropy_slope,lower_better,0.3614173228346457,0.4006561679790026,1.0,0.03923884514435688,-0.5993438320209974,127,20,0.15748031496062992
llama,humaneval,early10_margin_mean,higher_better,0.3614173228346457,0.33989501312335957,1.0,-0.02152230971128616,-0.6601049868766404,127,53,0.41732283464566927
llama,humaneval,early10_margin_slope,higher_better,0.3614173228346457,0.4022309711286089,1.0,0.04081364829396317,-0.597769028871391,127,26,0.2047244094488189
llama,humaneval,early10_surprisal_mean,lower_better,0.3614173228346457,0.3539370078740158,1.0,-0.007480314960629952,-0.6460629921259842,127,57,0.44881889763779526
llama,humaneval,early10_surprisal_slope,higher_better,0.3614173228346457,0.36246719160104984,1.0,0.0010498687664041162,-0.6375328083989502,127,25,0.1968503937007874
llama,humaneval,early25p_entropy_mean,lower_better,0.3614173228346457,0.3228346456692913,1.0,-0.038582677165354407,-0.6771653543307087,127,1,0.007874015748031496
llama,humaneval,early25p_entropy_slope,higher_better,0.3614173228346457,0.3779527559055118,1.0,0.01653543307086608,-0.6220472440944882,127,0,0.0
llama,humaneval,early25p_margin_mean,higher_better,0.3614173228346457,0.33070866141732286,1.0,-0.03070866141732287,-0.6692913385826771,127,1,0.007874015748031496
llama,humaneval,early25p_margin_slope,lower_better,0.3614173228346457,0.36220472440944884,1.0,0.0007874015748031149,-0.6377952755905512,127,0,0.0
llama,humaneval,early25p_surprisal_mean,lower_better,0.3614173228346457,0.3700787401574803,1.0,0.008661417322834597,-0.6299212598425197,127,1,0.007874015748031496
llama,humaneval,early25p_surprisal_slope,higher_better,0.3614173228346457,0.3779527559055118,1.0,0.01653543307086608,-0.6220472440944882,127,0,0.0
llama,humaneval,early50p_entropy_mean,higher_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,early50p_entropy_slope,higher_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,early50p_margin_mean,lower_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,early50p_margin_slope,lower_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,early50p_surprisal_mean,higher_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,early50p_surprisal_slope,higher_better,0.3614173228346457,0.44881889763779526,1.0,0.08740157480314953,-0.5511811023622047,127,0,0.0
llama,humaneval,entropy_diff_std,higher_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,entropy_early_late_delta,higher_better,0.3614173228346457,0.41732283464566927,1.0,0.055905511811023545,-0.5826771653543308,127,0,0.0
llama,humaneval,entropy_max,higher_better,0.3614173228346457,0.4330708661417323,1.0,0.07165354330708656,-0.5669291338582677,127,0,0.0
llama,humaneval,entropy_mean,higher_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,entropy_p90,higher_better,0.3614173228346457,0.468503937007874,1.0,0.10708661417322829,-0.5314960629921259,127,1,0.007874015748031496
llama,humaneval,entropy_range,higher_better,0.3614173228346457,0.4330708661417323,1.0,0.07165354330708656,-0.5669291338582677,127,0,0.0
llama,humaneval,entropy_range_approx,higher_better,0.3614173228346457,0.3858267716535433,1.0,0.02440944881889756,-0.6141732283464567,127,0,0.0
llama,humaneval,entropy_slope,higher_better,0.3614173228346457,0.4015748031496063,1.0,0.04015748031496058,-0.5984251968503937,127,0,0.0
llama,humaneval,entropy_std,higher_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,failure_risk,higher_better,0.3614173228346457,0.3902887139107612,1.0,0.02887139107611547,-0.6097112860892389,127,90,0.7086614173228346
llama,humaneval,failure_risk_is_zero,lower_better,0.3614173228346457,0.3858923884514435,1.0,0.024475065616797798,-0.6141076115485564,127,100,0.7874015748031497
llama,humaneval,focused_head_mean,lower_better,0.3614173228346457,0.5826771653543307,1.0,0.22125984251968495,-0.4173228346456693,127,0,0.0
llama,humaneval,focused_head_mean_zscore,lower_better,0.3614173228346457,0.5826771653543307,1.0,0.22125984251968495,-0.4173228346456693,127,0,0.0
llama,humaneval,focused_head_rate,lower_better,0.3614173228346457,0.5826771653543307,1.0,0.22125984251968495,-0.4173228346456693,127,0,0.0
llama,humaneval,hidden_max_abs_last_layer_mean,lower_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,hidden_max_abs_last_layer_mean_zscore,lower_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,hidden_std_last_layer_mean,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,hidden_std_last_layer_mean_zscore,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,high_entropy_frac,higher_better,0.3614173228346457,0.4528871391076116,1.0,0.09146981627296585,-0.5471128608923884,127,30,0.23622047244094488
llama,humaneval,high_entropy_steps,higher_better,0.3614173228346457,0.4463254593175853,1.0,0.0849081364829396,-0.5536745406824146,127,31,0.2440944881889764
llama,humaneval,l2_norm_cross_layer_max,higher_better,0.3614173228346457,0.3779527559055118,1.0,0.01653543307086608,-0.6220472440944882,127,0,0.0
llama,humaneval,l2_norm_cross_layer_max_zscore,higher_better,0.3614173228346457,0.3779527559055118,1.0,0.01653543307086608,-0.6220472440944882,127,0,0.0
llama,humaneval,l2_norm_last_layer_mean,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,l2_norm_last_layer_mean_zscore,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,l2_norm_slope,higher_better,0.3614173228346457,0.4645669291338583,1.0,0.10314960629921255,-0.5354330708661417,127,0,0.0
llama,humaneval,late50p_entropy_mean,lower_better,0.3614173228346457,0.4540682414698163,1.0,0.09265091863517055,-0.5459317585301837,127,24,0.1889763779527559
llama,humaneval,late50p_margin_mean,higher_better,0.3614173228346457,0.4304461942257218,1.0,0.06902887139107605,-0.5695538057742782,127,24,0.1889763779527559
llama,humaneval,late50p_surprisal_mean,lower_better,0.3614173228346457,0.4304461942257218,1.0,0.06902887139107605,-0.5695538057742782,127,24,0.1889763779527559
llama,humaneval,margin_diff_std,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,margin_early_late_delta,lower_better,0.3614173228346457,0.4251968503937008,1.0,0.06377952755905508,-0.5748031496062992,127,0,0.0
llama,humaneval,margin_mean,lower_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,margin_min,lower_better,0.3614173228346457,0.3848175228096488,1.0,0.02340019997500309,-0.6151824771903511,127,105,0.8267716535433071
llama,humaneval,margin_range,higher_better,0.3614173228346457,0.3848175228096488,1.0,0.02340019997500309,-0.6151824771903511,127,105,0.8267716535433071
llama,humaneval,margin_slope,lower_better,0.3614173228346457,0.3700787401574803,1.0,0.008661417322834597,-0.6299212598425197,127,0,0.0
llama,humaneval,margin_std,higher_better,0.3614173228346457,0.47244094488188976,1.0,0.11102362204724403,-0.5275590551181102,127,0,0.0
llama,humaneval,max_compound_severity,lower_better,0.3614173228346457,0.4125984251968506,1.0,0.051181102362204856,-0.5874015748031494,127,97,0.7637795275590551
llama,humaneval,n_compound_signals,lower_better,0.3614173228346457,0.4125984251968506,1.0,0.051181102362204856,-0.5874015748031494,127,97,0.7637795275590551
llama,humaneval,n_warning_signals,higher_better,0.3614173228346457,0.3931102362204724,1.0,0.03169291338582669,-0.6068897637795276,127,89,0.7007874015748031
llama,humaneval,perplexity_max,higher_better,0.3614173228346457,0.4330708661417323,1.0,0.07165354330708656,-0.5669291338582677,127,0,0.0
llama,humaneval,perplexity_mean,higher_better,0.3614173228346457,0.4645669291338583,1.0,0.10314960629921255,-0.5354330708661417,127,0,0.0
llama,humaneval,repetition_detected,lower_better,0.3614173228346457,0.3614173228346457,1.0,0.0,-0.6385826771653542,127,127,1.0
llama,humaneval,risk_score,higher_better,0.3614173228346457,0.3832020997375328,1.0,0.02178477690288705,-0.6167979002624673,127,2,0.015748031496062992
llama,humaneval,risk_score_is_one,lower_better,0.3614173228346457,0.36150481189851275,1.0,8.748906386701893e-05,-0.6384951881014873,127,127,1.0
llama,humaneval,risk_score_is_zero,higher_better,0.3614173228346457,0.36929133858267726,1.0,0.007874015748031538,-0.6307086614173227,127,124,0.9763779527559056
llama,humaneval,surprisal_diff_std,higher_better,0.3614173228346457,0.3937007874015748,1.0,0.0322834645669291,-0.6062992125984252,127,0,0.0
llama,humaneval,surprisal_early_late_delta,higher_better,0.3614173228346457,0.4015748031496063,1.0,0.04015748031496058,-0.5984251968503937,127,0,0.0
llama,humaneval,surprisal_max,higher_better,0.3614173228346457,0.36220472440944884,1.0,0.0007874015748031149,-0.6377952755905512,127,0,0.0
llama,humaneval,surprisal_mean,higher_better,0.3614173228346457,0.4566929133858268,1.0,0.09527559055118107,-0.5433070866141732,127,0,0.0
llama,humaneval,surprisal_p90,higher_better,0.3614173228346457,0.48031496062992124,1.0,0.11889763779527551,-0.5196850393700787,127,0,0.0
llama,humaneval,surprisal_range,higher_better,0.3614173228346457,0.36220472440944884,1.0,0.0007874015748031149,-0.6377952755905512,127,0,0.0
llama,humaneval,surprisal_slope,higher_better,0.3614173228346457,0.3858267716535433,1.0,0.02440944881889756,-0.6141732283464567,127,0,0.0
llama,humaneval,surprisal_std,higher_better,0.3614173228346457,0.3937007874015748,1.0,0.0322834645669291,-0.6062992125984252,127,0,0.0
llama,humaneval,surprisal_volatility,lower_better,0.3765649001536099,0.45161290322580644,1.0,0.07504800307219656,-0.5483870967741935,124,0,0.0
llama,humaneval,topk_mass_mean,lower_better,0.3614173228346457,0.4094488188976378,1.0,0.04803149606299206,-0.5905511811023623,127,0,0.0
llama,humaneval,topk_mass_std,higher_better,0.3614173228346457,0.4094488188976378,1.0,0.04803149606299206,-0.5905511811023623,127,0,0.0
llama,humaneval,warning_density_per_100t,higher_better,0.3614173228346457,0.39573490813648293,1.0,0.034317585301837206,-0.6042650918635171,127,88,0.6929133858267716
mistral7b,gsm8k,attn_entropy_norm_mean,higher_better,0.7181286549707601,0.7105263157894737,1.0,-0.007602339181286388,-0.2894736842105263,76,0,0.0
mistral7b,gsm8k,attn_entropy_norm_std,lower_better,0.7181286549707601,0.7105263157894737,1.0,-0.007602339181286388,-0.2894736842105263,76,0,0.0
mistral7b,gsm8k,collapsed_rate_mean,lower_better,0.7181286549707601,0.7763157894736842,1.0,0.05818713450292412,-0.22368421052631582,76,0,0.0
mistral7b,gsm8k,collapsed_rate_mean_zscore,lower_better,0.7181286549707601,0.7763157894736842,1.0,0.05818713450292412,-0.22368421052631582,76,0,0.0
mistral7b,gsm8k,compound_density_per_100t,higher_better,0.7181286549707601,0.7631578947368421,1.0,0.045029239766082085,-0.23684210526315785,76,0,0.0
mistral7b,gsm8k,concentration_max_mean,higher_better,0.7181286549707601,0.7105263157894737,1.0,-0.007602339181286388,-0.2894736842105263,76,0,0.0
mistral7b,gsm8k,concentration_min_mean,higher_better,0.7181286549707601,0.6578947368421053,1.0,-0.06023391812865475,-0.3421052631578947,76,0,0.0
mistral7b,gsm8k,cs_confident_repetition_risk,higher_better,0.7181286549707601,0.7284722222222221,1.0,0.010343567251462016,-0.2715277777777779,76,76,1.0
mistral7b,gsm8k,early10_entropy_mean,lower_better,0.7181286549707601,0.7697368421052632,1.0,0.0516081871345031,-0.23026315789473684,76,15,0.19736842105263158
mistral7b,gsm8k,early10_entropy_slope,lower_better,0.7181286549707601,0.7894736842105263,1.0,0.07134502923976627,-0.21052631578947367,76,11,0.14473684210526316
mistral7b,gsm8k,early10_margin_mean,higher_better,0.7181286549707601,0.7697368421052632,1.0,0.0516081871345031,-0.23026315789473684,76,16,0.21052631578947367
mistral7b,gsm8k,early10_margin_slope,higher_better,0.7181286549707601,0.8092105263157895,1.0,0.09108187134502943,-0.1907894736842105,76,13,0.17105263157894737
mistral7b,gsm8k,early10_surprisal_mean,lower_better,0.7181286549707601,0.7236842105263158,1.0,0.005555555555555758,-0.2763157894736842,76,21,0.27631578947368424
mistral7b,gsm8k,early10_surprisal_slope,lower_better,0.7181286549707601,0.7828947368421053,1.0,0.06476608187134525,-0.2171052631578947,76,10,0.13157894736842105
mistral7b,gsm8k,early25p_entropy_mean,lower_better,0.7181286549707601,0.7368421052631579,1.0,0.018713450292397793,-0.26315789473684215,76,0,0.0
mistral7b,gsm8k,early25p_entropy_slope,lower_better,0.7181286549707601,0.6578947368421053,1.0,-0.06023391812865475,-0.3421052631578947,76,0,0.0
mistral7b,gsm8k,early25p_margin_mean,higher_better,0.7181286549707601,0.7368421052631579,1.0,0.018713450292397793,-0.26315789473684215,76,0,0.0
mistral7b,gsm8k,early25p_margin_slope,higher_better,0.7181286549707601,0.6842105263157895,1.0,-0.03391812865497057,-0.3157894736842105,76,0,0.0
mistral7b,gsm8k,early25p_surprisal_mean,lower_better,0.7181286549707601,0.75,1.0,0.03187134502923994,-0.25,76,0,0.0
mistral7b,gsm8k,early25p_surprisal_slope,higher_better,0.7181286549707601,0.6710526315789473,1.0,-0.047076023391812716,-0.32894736842105265,76,0,0.0
mistral7b,gsm8k,early50p_entropy_mean,lower_better,0.7181286549707601,0.7894736842105263,1.0,0.07134502923976627,-0.21052631578947367,76,0,0.0
mistral7b,gsm8k,early50p_entropy_slope,lower_better,0.7181286549707601,0.7236842105263158,1.0,0.005555555555555758,-0.2763157894736842,76,0,0.0
